row_num,order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,eommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
136,11077,63,Rattlesnake Canyon Grocery,6,Grandma's Boysenberry Spread,Condiments,,1,25,,USA,Albuquerque,,,,
137,10262,63,Rattlesnake Canyon Grocery,7,Uncle Bob's Organic Dried Pears,Produce,,15,24,,USA,Albuquerque,,,,
138,10385,73,Split Rail Beer & Ale,7,Uncle Bob's Organic Dried Pears,Produce,,10,24,,USA,Lander,,,,
139,10459,82,Victuailles en stock,7,Uncle Bob's Organic Dried Pears,Produce,,16,24,,France,Lyon,,,,
140,10471,11,B's Beverages,7,Uncle Bob's Organic Dried Pears,Produce,,30,24,,UK,London,,,,
141,10511,9,Bon app',7,Uncle Bob's Organic Dried Pears,Produce,,50,30,,France,Marseille,,,,
142,10546,82,Victuailles en stock,7,Uncle Bob's Organic Dried Pears,Produce,,10,30,,France,Lyon,,,,
143,10591,81,Vaffeljernet,7,Uncle Bob's Organic Dried Pears,Produce,,10,30,,Denmark,Århus,,,,
144,10607,69,Save-a-lot Markets,7,Uncle Bob's Organic Dried Pears,Produce,,45,30,,USA,Boise,,,,
145,10634,22,Folies gourmandes,7,Uncle Bob's Organic Dried Pears,Produce,,35,30,,France,Lille,,,,
146,10694,61,QUICK-Stop,7,Uncle Bob's Organic Dried Pears,Produce,,90,30,,Germany,Cunewalde,,,,
147,10766,55,Ottilies Käseladen,7,Uncle Bob's Organic Dried Pears,Produce,,35,30,,Germany,Köln,,,,
148,10790,30,Gourmet Lanchonetes,7,Uncle Bob's Organic Dried Pears,Produce,,3,30,,Brazil,Campinas,,,,
149,10833,55,Ottilies Käseladen,7,Uncle Bob's Organic Dried Pears,Produce,,20,30,,Germany,Köln,,,,
150,10858,39,La corne d'abondance,7,Uncle Bob's Organic Dried Pears,Produce,,5,30,,France,Versailles,,,,
151,10908,64,Reggiani Caseifici,7,Uncle Bob's Organic Dried Pears,Produce,,20,30,,Italy,Reggio Emilia,,,,
152,10909,68,Santé Gourmet,7,Uncle Bob's Organic Dried Pears,Produce,,12,30,,Norway,Stavern,,,,
153,10940,9,Bon app',7,Uncle Bob's Organic Dried Pears,Produce,,8,30,,France,Marseille,,,,
154,10958,53,Océano Atlántico Ltda.,7,Uncle Bob's Organic Dried Pears,Produce,,6,30,,Argentina,Buenos Aires,,,,
155,10962,61,QUICK-Stop,7,Uncle Bob's Organic Dried Pears,Produce,,45,30,,Germany,Cunewalde,,,,
156,10979,20,Ernst Handel,7,Uncle Bob's Organic Dried Pears,Produce,,18,30,,Austria,Graz,,,,
157,10982,10,Bottom-Dollar Markets,7,Uncle Bob's Organic Dried Pears,Produce,,20,30,,Canada,Tsawassen,,,,
158,10987,19,Eastern Connection,7,Uncle Bob's Organic Dried Pears,Produce,,60,30,,UK,London,,,,
159,10988,63,Rattlesnake Canyon Grocery,7,Uncle Bob's Organic Dried Pears,Produce,,60,30,,USA,Albuquerque,,,,
160,11001,23,Folk och fä HB,7,Uncle Bob's Organic Dried Pears,Produce,,60,30,,Sweden,Bräcke,,,,
161,11010,64,Reggiani Caseifici,7,Uncle Bob's Organic Dried Pears,Produce,,20,30,,Italy,Reggio Emilia,,,,
162,11023,11,B's Beverages,7,Uncle Bob's Organic Dried Pears,Produce,,4,30,,UK,London,,,,
163,11056,19,Eastern Connection,7,Uncle Bob's Organic Dried Pears,Produce,,40,30,,UK,London,,,,
164,11071,45,LILA-Supermercado,7,Uncle Bob's Organic Dried Pears,Produce,,15,30,,Venezuela,Barquisimeto,,,,
165,11077,63,Rattlesnake Canyon Grocery,7,Uncle Bob's Organic Dried Pears,Produce,,1,30,,USA,Albuquerque,,,,
166,10344,87,White Clover Markets,8,Northwoods Cranberry Sauce,Condiments,,70,32,,USA,Seattle,,,,
167,10345,61,QUICK-Stop,8,Northwoods Cranberry Sauce,Condiments,,70,32,,Germany,Cunewalde,,,,
168,10511,9,Bon app',8,Northwoods Cranberry Sauce,Condiments,,10,40,,France,Marseille,,,,
169,10522,43,Lehmanns Marktstand,8,Northwoods Cranberry Sauce,Condiments,,24,40,,Germany,Frankfurt a.M. ,,,,
170,10695,88,Wilman Kala,8,Northwoods Cranberry Sauce,Condiments,,10,40,,Finland,Helsinki,,,,
171,10709,30,Gourmet Lanchonetes,8,Northwoods Cranberry Sauce,Condiments,,40,40,,Brazil,Campinas,,,,
172,10786,60,Queen Cozinha,8,Northwoods Cranberry Sauce,Condiments,,30,40,,Brazil,São Paulo,,,,
173,10829,37,Island Trading,8,Northwoods Cranberry Sauce,Condiments,,20,40,,UK,Cowes,,,,
174,10893,38,Königlich Essen,8,Northwoods Cranberry Sauce,Condiments,,30,40,,Germany,Brandenburg,,,,
175,10975,10,Bottom-Dollar Markets,8,Northwoods Cranberry Sauce,Condiments,,16,40,,Canada,Tsawassen,,,,
176,10978,49,Maison Dewey,8,Northwoods Cranberry Sauce,Condiments,,20,40,,Belgium,Bruxelles,,,,
177,11007,58,Princesa Isabel Vinhos,8,Northwoods Cranberry Sauce,Condiments,,30,40,,Portugal,Lisboa,,,,
178,11077,63,Rattlesnake Canyon Grocery,8,Northwoods Cranberry Sauce,Condiments,,2,40,,USA,Albuquerque,,,,
179,10420,86,Wellington Importadora,9,Mishi Kobe Niku,Meat/Poultry,,20,77.6,,Brazil,Resende,,,,
180,10515,61,QUICK-Stop,9,Mishi Kobe Niku,Meat/Poultry,,16,97,,Germany,Cunewalde,,,,
181,10687,36,Hungry Owl All-Night Grocers,9,Mishi Kobe Niku,Meat/Poultry,,50,97,,Ireland,Cork,,,,
182,10693,87,White Clover Markets,9,Mishi Kobe Niku,Meat/Poultry,,6,97,,USA,Seattle,,,,
183,10848,16,Consolidated Holdings,9,Mishi Kobe Niku,Meat/Poultry,,3,97,,UK,London,,,,
184,10273,61,QUICK-Stop,10,Ikura,Seafood,,24,24.8,,Germany,Cunewalde,,,,
185,10276,78,Tortuga Restaurante,10,Ikura,Seafood,,15,24.8,,Mexico,México D.F.,,,,
186,10357,45,LILA-Supermercado,10,Ikura,Seafood,,30,24.8,,Venezuela,Barquisimeto,,,,
187,10389,10,Bottom-Dollar Markets,10,Ikura,Seafood,,16,24.8,,Canada,Tsawassen,,,,
188,10449,7,Blondel père et fils,10,Ikura,Seafood,,14,24.8,,France,Strasbourg,,,,
189,10450,82,Victuailles en stock,10,Ikura,Seafood,,20,24.8,,France,Lyon,,,,
190,10478,82,Victuailles en stock,10,Ikura,Seafood,,20,24.8,,France,Lyon,,,,
191,10519,14,Chop-suey Chinese,10,Ikura,Seafood,,16,31,,Switzerland,Bern,,,,
192,10524,5,Berglunds snabbköp,10,Ikura,Seafood,,2,31,,Sweden,Luleå,,,,
193,10568,28,Galería del gastrónomo,10,Ikura,Seafood,,5,31,,Spain,Barcelona,,,,
194,10609,18,Du monde entier,10,Ikura,Seafood,,10,31,,France,Nantes,,,,
195,10612,69,Save-a-lot Markets,10,Ikura,Seafood,,70,31,,USA,Boise,,,,
196,10646,36,Hungry Owl All-Night Grocers,10,Ikura,Seafood,,18,31,,Ireland,Cork,,,,
197,10664,27,Furia Bacalhau e Frutos do Mar,10,Ikura,Seafood,,24,31,,Portugal,Lisboa,,,,
198,10676,78,Tortuga Restaurante,10,Ikura,Seafood,,2,31,,Mexico,México D.F.,,,,
199,10685,30,Gourmet Lanchonetes,10,Ikura,Seafood,,20,31,,Brazil,Campinas,,,,
200,10688,81,Vaffeljernet,10,Ikura,Seafood,,18,31,,Denmark,Århus,,,,
201,10713,69,Save-a-lot Markets,10,Ikura,Seafood,,18,31,,USA,Boise,,,,
202,10715,9,Bon app',10,Ikura,Seafood,,21,31,,France,Marseille,,,,
203,10724,50,Mère Paillarde,10,Ikura,Seafood,,16,31,,Canada,Montréal,,,,
204,10775,76,The Cracker Box,10,Ikura,Seafood,,6,31,,USA,Butte,,,,
205,10785,32,GROSELLA-Restaurante,10,Ikura,Seafood,,10,31,,Venezuela,Caracas,,,,
206,10804,70,Seven Seas Imports,10,Ikura,Seafood,,36,31,,UK,London,,,,
207,10827,9,Bon app',10,Ikura,Seafood,,15,31,,France,Marseille,,,,
208,10841,74,Suprêmes délices,10,Ikura,Seafood,,16,31,,Belgium,Charleroi,,,,
209,10854,20,Ernst Handel,10,Ikura,Seafood,,100,31,,Austria,Graz,,,,
210,10874,29,Godos Cocina Típica,10,Ikura,Seafood,,10,31,,Spain,Sevilla,,,,
211,10886,33,Hanari Carnes,10,Ikura,Seafood,,70,31,,Brazil,Rio de Janeiro,,,,
212,10924,5,Berglunds snabbköp,10,Ikura,Seafood,,20,31,,Sweden,Luleå,,,,
213,10946,81,Vaffeljernet,10,Ikura,Seafood,,25,31,,Denmark,Århus,,,,
214,10949,10,Bottom-Dollar Markets,10,Ikura,Seafood,,30,31,,Canada,Tsawassen,,,,
215,11020,55,Ottilies Käseladen,10,Ikura,Seafood,,24,31,,Germany,Köln,,,,
216,11077,63,Rattlesnake Canyon Grocery,10,Ikura,Seafood,,1,31,,USA,Albuquerque,,,,
217,10248,83,Vins et alcools Chevalier,11,Queso Cabrales,Dairy Products,,12,14,,France,Reims,,,,
218,10296,45,LILA-Supermercado,11,Queso Cabrales,Dairy Products,,12,16.8,,Venezuela,Barquisimeto,,,,
219,10327,23,Folk och fä HB,11,Queso Cabrales,Dairy Products,,50,16.8,,Sweden,Bräcke,,,,
220,10353,57,Piccolo und mehr,11,Queso Cabrales,Dairy Products,,12,16.8,,Austria,Salzburg,,,,
221,10365,3,Antonio Moreno Taquería,11,Queso Cabrales,Dairy Products,,24,16.8,,Mexico,México D.F.,,,,
222,10407,55,Ottilies Käseladen,11,Queso Cabrales,Dairy Products,,30,16.8,,Germany,Köln,,,,
223,10434,23,Folk och fä HB,11,Queso Cabrales,Dairy Products,,6,16.8,,Sweden,Bräcke,,,,
224,10442,20,Ernst Handel,11,Queso Cabrales,Dairy Products,,30,16.8,,Austria,Graz,,,,
225,10443,64,Reggiani Caseifici,11,Queso Cabrales,Dairy Products,,6,16.8,,Italy,Reggio Emilia,,,,
226,10466,15,Comércio Mineiro,11,Queso Cabrales,Dairy Products,,10,16.8,,Brazil,São Paulo,,,,
227,10486,34,HILARIÓN-Abastos,11,Queso Cabrales,Dairy Products,,5,16.8,,Venezuela,San Cristóbal,,,,
228,10489,57,Piccolo und mehr,11,Queso Cabrales,Dairy Products,,15,16.8,,Austria,Salzburg,,,,
229,10528,31,Great Lakes Food Market,11,Queso Cabrales,Dairy Products,,3,21,,USA,Eugene,,,,
230,10535,3,Antonio Moreno Taquería,11,Queso Cabrales,Dairy Products,,50,21,,Mexico,México D.F.,,,,
231,10542,38,Königlich Essen,11,Queso Cabrales,Dairy Products,,15,21,,Germany,Brandenburg,,,,
232,10545,42,Lazy K Kountry Store,11,Queso Cabrales,Dairy Products,,10,21,,USA,Walla Walla,,,,
233,10553,85,Wartian Herkku,11,Queso Cabrales,Dairy Products,,15,21,,Finland,Oulu,,,,
234,10566,7,Blondel père et fils,11,Queso Cabrales,Dairy Products,,35,21,,France,Strasbourg,,,,
235,10570,50,Mère Paillarde,11,Queso Cabrales,Dairy Products,,15,21,,Canada,Montréal,,,,
236,10614,6,Blauer See Delikatessen,11,Queso Cabrales,Dairy Products,,14,21,,Germany,Mannheim,,,,
237,10637,60,Queen Cozinha,11,Queso Cabrales,Dairy Products,,10,21,,Brazil,São Paulo,,,,
238,10698,20,Ernst Handel,11,Queso Cabrales,Dairy Products,,15,21,,Austria,Graz,,,,
239,10726,19,Eastern Connection,11,Queso Cabrales,Dairy Products,,5,21,,UK,London,,,,
240,10770,33,Hanari Carnes,11,Queso Cabrales,Dairy Products,,15,21,,Brazil,Rio de Janeiro,,,,
241,10797,17,Drachenblut Delikatessen,11,Queso Cabrales,Dairy Products,,20,21,,Germany,Aachen,,,,
242,10800,70,Seven Seas Imports,11,Queso Cabrales,Dairy Products,,50,21,,UK,London,,,,
243,10823,45,LILA-Supermercado,11,Queso Cabrales,Dairy Products,,20,21,,Venezuela,Barquisimeto,,,,
244,10842,78,Tortuga Restaurante,11,Queso Cabrales,Dairy Products,,15,21,,Mexico,México D.F.,,,,
245,10862,43,Lehmanns Marktstand,11,Queso Cabrales,Dairy Products,,25,21,,Germany,Frankfurt a.M. ,,,,
246,10869,70,Seven Seas Imports,11,Queso Cabrales,Dairy Products,,10,21,,UK,London,,,,
247,10889,63,Rattlesnake Canyon Grocery,11,Queso Cabrales,Dairy Products,,40,21,,USA,Albuquerque,,,,
248,10912,36,Hungry Owl All-Night Grocers,11,Queso Cabrales,Dairy Products,,40,21,,Ireland,Cork,,,,
249,10926,2,Ana Trujillo Emparedados y helados,11,Queso Cabrales,Dairy Products,,2,21,,Mexico,México D.F.,,,,
250,10944,10,Bottom-Dollar Markets,11,Queso Cabrales,Dairy Products,,5,21,,Canada,Tsawassen,,,,
251,10986,53,Océano Atlántico Ltda.,11,Queso Cabrales,Dairy Products,,30,21,,Argentina,Buenos Aires,,,,
252,10989,59,Que Delícia,11,Queso Cabrales,Dairy Products,,15,21,,Brazil,Rio de Janeiro,,,,
253,11043,72,Spécialités du monde,11,Queso Cabrales,Dairy Products,,10,21,,France,Paris,,,,
254,11073,56,Pericles Comidas clásicas,11,Queso Cabrales,Dairy Products,,10,21,,Mexico,México D.F.,,,,
