order_id,customer_id,customer_name,product_id,product_name,product_category,qty,payment_type,price,datetime,country,city,eommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
12565,18,Du monde entier,17,Alice Mutton,Meat/Poultry,45,Card,39,7/4/2021 2:39,France,Nantes,yummybazaar.com,INTGFD23DB3C1163,Y,
13400,18,Du monde entier,17,Alice Mutton,Meat/Poultry,10,Internet Banking,39,8/4/2021 1:11,France,Nantes,internationalfoodshop.com,INTGFD23DB3C292,Y,
10430,20,Ernst Handel,17,Alice Mutton,Meat/Poultry,25,Card,31.2,3/25/2022 10:52,Austria,Graz,amazon.com,INTGFD23DB3C164,Y,
10698,20,Ernst Handel,17,Alice Mutton,Meat/Poultry,40,Internet Banking,39,2/10/2022 1:19,Austria,Graz,globalfood.com,INTGFD23DB3C109,Y,
10773,20,Ernst Handel,17,Alice Mutton,Meat/Poultry,20,Card,39,2/20/2022 14:02,Austria,Graz,internationalfoodshop.com,INTGFD23DB3D1156,Y,
10795,20,Ernst Handel,17,Alice Mutton,Meat/Poultry,50,Internet Banking,39,1/1/2022 8:43,Austria,Graz,internationalfoodshop.com,INTGFD23DB3D1051,Y,
11264,20,Ernst Handel,17,Alice Mutton,Meat/Poultry,35,Card,31.2,5/9/2022 9:15,Austria,Graz,yummybazaar.com,INTGFD23DB3C512,N,Out of Stock
11537,20,Ernst Handel,17,Alice Mutton,Meat/Poultry,40,Card,39,4/7/2022 21:10,Austria,Graz,internationalfoodshop.com,INTGFD23DB3C649,Y,
11613,20,Ernst Handel,17,Alice Mutton,Meat/Poultry,25,UPI,39,1/10/2022 22:39,Austria,Graz,internationalfoodshop.com,INTGFD23DB3C687,Y,
11633,20,Ernst Handel,17,Alice Mutton,Meat/Poultry,7,Internet Banking,39,6/12/2022 17:05,Austria,Graz,internationalfoodshop.com,INTGFD23DB3C697,N,Bank Declined
12100,20,Ernst Handel,17,Alice Mutton,Meat/Poultry,24,Internet Banking,31.2,12/19/2021 19:52,Austria,Graz,internationalfoodshop.com,INTGFD23DB3C930,N,Transaction Cancelled
12373,20,Ernst Handel,17,Alice Mutton,Meat/Poultry,25,UPI,39,12/7/2021 9:01,Austria,Graz,amazon.com,INTGFD23DB3C1067,Y,
12449,20,Ernst Handel,17,Alice Mutton,Meat/Poultry,60,Wire Transfer,39,7/12/2021 8:29,Austria,Graz,globalfood.com,INTGFD23DB3C1105,Y,
12469,20,Ernst Handel,17,Alice Mutton,Meat/Poultry,10,Wire Transfer,39,8/15/2021 12:32,Austria,Graz,internationalfoodshop.com,INTGFD23DB3C1115,Y,
12936,20,Ernst Handel,17,Alice Mutton,Meat/Poultry,45,Wire Transfer,31.2,12/10/2021 12:20,Austria,Graz,globalfood.com,INTGFD23DB3C60,Y,
13208,20,Ernst Handel,17,Alice Mutton,Meat/Poultry,40,Internet Banking,39,12/7/2021 8:36,Austria,Graz,yummybazaar.com,INTGFD23DB3C196,Y,
13285,20,Ernst Handel,17,Alice Mutton,Meat/Poultry,20,Internet Banking,39,12/21/2021 17:57,Austria,Graz,internationalfoodshop.com,INTGFD23DB3C235,Y,
13305,20,Ernst Handel,17,Alice Mutton,Meat/Poultry,12,Internet Banking,39,8/18/2021 6:20,Austria,Graz,globalfood.com,INTGFD23DB3C245,Y,
13772,20,Ernst Handel,17,Alice Mutton,Meat/Poultry,10,Internet Banking,31.2,10/19/2021 17:45,Austria,Graz,globalfood.com,INTGFD23DB3C478,Y,
14044,20,Ernst Handel,17,Alice Mutton,Meat/Poultry,20,Internet Banking,39,3/11/2022 6:55,Austria,Graz,internationalfood.com,INTGFD23DB3C614,Y,
10550,29,Godos Cocina TÃƒÆ’Ã‚Â­pica,17,Alice Mutton,Meat/Poultry,30,Card,39,3/16/2022 3:07,Spain,Sevilla,yummybazaar.com,INTGFD23DB3C167,Y,
10911,29,Godos Cocina TÃƒÆ’Ã‚Â­pica,17,Alice Mutton,Meat/Poultry,50,Internet Banking,39,2/13/2022 14:36,Spain,Sevilla,amazon.com,INTGFD23DB3D92,Y,
11390,29,Godos Cocina TÃƒÆ’Ã‚Â­pica,17,Alice Mutton,Meat/Poultry,5,Internet Banking,39,4/13/2022 20:50,Spain,Sevilla,yummybazaar.com,INTGFD23DB3D3991,Y,
11746,29,Godos Cocina TÃƒÆ’Ã‚Â­pica,17,Alice Mutton,Meat/Poultry,30,Internet Banking,39,3/2/2022 20:49,Spain,Sevilla,amazon.com,INTGFD23DB3D5237,Y,
12226,29,Godos Cocina TÃƒÆ’Ã‚Â­pica,17,Alice Mutton,Meat/Poultry,3,Wire Transfer,39,8/5/2021 10:10,Spain,Sevilla,amazon.com,INTGFD23DB3D6917,N,Out of Stock
12582,29,Godos Cocina TÃƒÆ’Ã‚Â­pica,17,Alice Mutton,Meat/Poultry,15,UPI,39,8/22/2021 14:46,Spain,Sevilla,yummybazaar.com,INTGFD23DB3D8163,Y,
13061,29,Godos Cocina TÃƒÆ’Ã‚Â­pica,17,Alice Mutton,Meat/Poultry,40,Internet Banking,39,12/16/2021 17:14,Spain,Sevilla,amazon.com,INTGFD23DB3C123,N,Transaction Cancelled
13418,29,Godos Cocina TÃƒÆ’Ã‚Â­pica,17,Alice Mutton,Meat/Poultry,15,Card,39,9/23/2021 0:50,Spain,Sevilla,internationalfoodshop.com,INTGFD23DB3D2073,Y,
13897,29,Godos Cocina TÃƒÆ’Ã‚Â­pica,17,Alice Mutton,Meat/Poultry,10,Internet Banking,39,12/24/2021 15:08,Spain,Sevilla,internationalfoodshop.com,INTGFD23DB3C541,Y,
10922,33,Hanari Carnes,17,Alice Mutton,Meat/Poultry,20,Internet Banking,39,7/18/2022 6:33,Brazil,Rio de Janeiro,internationalfoodshop.com,INTGFD23DB3C172,Y,
11755,33,Hanari Carnes,17,Alice Mutton,Meat/Poultry,12,Internet Banking,39,2/1/2022 12:21,Brazil,Rio de Janeiro,amazon.com,INTGFD23DB3D5272,Y,
12591,33,Hanari Carnes,17,Alice Mutton,Meat/Poultry,10,Internet Banking,39,10/18/2021 3:12,Brazil,Rio de Janeiro,amazon.com,INTGFD23DB3D8198,Y,
13427,33,Hanari Carnes,17,Alice Mutton,Meat/Poultry,5,Card,39,12/8/2021 19:30,Brazil,Rio de Janeiro,yummybazaar.com,INTGFD23DB3D2108,Y,
10415,35,Hungry Coyote Import Store,17,Alice Mutton,Meat/Poultry,15,Internet Banking,31.2,4/5/2022 7:01,USA,Elgin,amazon.com,INTGFD23DB3D1114,Y,
11250,35,Hungry Coyote Import Store,17,Alice Mutton,Meat/Poultry,20,Internet Banking,31.2,7/28/2022 22:51,USA,Elgin,internationalfood.com,INTGFD23DB3D3501,Y,
12086,35,Hungry Coyote Import Store,17,Alice Mutton,Meat/Poultry,21,Internet Banking,31.2,7/28/2021 4:46,USA,Elgin,yummybazaar.com,INTGFD23DB3D6427,Y,
12921,35,Hungry Coyote Import Store,17,Alice Mutton,Meat/Poultry,20,Wire Transfer,31.2,9/21/2021 22:24,USA,Elgin,internationalfood.com,INTGFD23DB3C53,Y,
13757,35,Hungry Coyote Import Store,17,Alice Mutton,Meat/Poultry,20,UPI,31.2,12/24/2021 17:13,USA,Elgin,amazon.com,INTGFD23DB3C471,Y,
10972,39,La corne d'abondance,17,Alice Mutton,Meat/Poultry,10,Internet Banking,39,6/27/2022 22:03,France,Versailles,internationalfood.com,INTGFD23DB3C173,N,Transaction Cancelled
11802,39,La corne d'abondance,17,Alice Mutton,Meat/Poultry,50,Internet Banking,39,2/25/2022 12:58,France,Versailles,internationalfoodshop.com,INTGFD23DB3D5433,Y,
12638,39,La corne d'abondance,17,Alice Mutton,Meat/Poultry,11,Internet Banking,39,10/8/2021 14:51,France,Versailles,amazon.com,INTGFD23DB3D8359,Y,
13474,39,La corne d'abondance,17,Alice Mutton,Meat/Poultry,100,Internet Banking,39,10/2/2021 21:18,France,Versailles,internationalfood.com,INTGFD23DB3D2269,Y,
10279,43,Lehmanns Marktstand,17,Alice Mutton,Meat/Poultry,30,Internet Banking,31.2,4/16/2022 19:15,Germany,Frankfurt a.M.,yummybazaar.com,INTGFD23DB3D1093,N,Bank Declined
11109,43,Lehmanns Marktstand,17,Alice Mutton,Meat/Poultry,10,Internet Banking,31.2,3/10/2022 17:28,Germany,Frankfurt a.M.,internationalfoodshop.com,INTGFD23DB3C435,Y,
11945,43,Lehmanns Marktstand,17,Alice Mutton,Meat/Poultry,20,Internet Banking,31.2,5/8/2022 2:04,Germany,Frankfurt a.M.,internationalfoodshop.com,INTGFD23DB3C853,N,Bank Declined
12781,43,Lehmanns Marktstand,17,Alice Mutton,Meat/Poultry,8,Internet Banking,31.2,9/23/2021 15:20,Germany,Frankfurt a.M.,internationalfoodshop.com,INTGFD23DB3C1271,N,Transaction Cancelled
13617,43,Lehmanns Marktstand,17,Alice Mutton,Meat/Poultry,10,Card,31.2,11/9/2021 21:32,Germany,Frankfurt a.M.,internationalfood.com,INTGFD23DB3C401,Y,
10339,50,MÃƒÆ’Ã‚Â¨re Paillarde,17,Alice Mutton,Meat/Poultry,24,Card,31.2,5/12/2022 21:05,Canada,Montreal,amazon.com,INTGFD23DB3C51,Y,
11172,50,MÃƒÆ’Ã‚Â¨re Paillarde,17,Alice Mutton,Meat/Poultry,30,Card,31.2,2/6/2022 20:55,Canada,Montreal,internationalfoodshop.com,INTGFD23DB3C466,Y,
12008,50,MÃƒÆ’Ã‚Â¨re Paillarde,17,Alice Mutton,Meat/Poultry,50,Wire Transfer,31.2,10/20/2021 9:22,Canada,Montreal,amazon.com,INTGFD23DB3C884,Y,
12844,50,MÃƒÆ’Ã‚Â¨re Paillarde,17,Alice Mutton,Meat/Poultry,20,Internet Banking,31.2,9/21/2021 2:21,Canada,Montreal,amazon.com,INTGFD23DB3C14,N,Bank Declined
13680,50,MÃƒÆ’Ã‚Â¨re Paillarde,17,Alice Mutton,Meat/Poultry,60,Internet Banking,31.2,10/5/2021 3:34,Canada,Montreal,internationalfood.com,INTGFD23DB3C432,Y,
10338,54,Old World Delicatessen,17,Alice Mutton,Meat/Poultry,14,Internet Banking,31.2,5/13/2022 3:57,USA,Anchorage,internationalfood.com,INTGFD23DB3C163,Y,
11171,54,Old World Delicatessen,17,Alice Mutton,Meat/Poultry,6,Internet Banking,31.2,4/22/2022 22:31,USA,Anchorage,internationalfoodshop.com,INTGFD23DB3D3228,Y,
12007,54,Old World Delicatessen,17,Alice Mutton,Meat/Poultry,20,Card,31.2,11/8/2021 13:13,USA,Anchorage,yummybazaar.com,INTGFD23DB3D6154,Y,
12843,54,Old World Delicatessen,17,Alice Mutton,Meat/Poultry,20,Internet Banking,31.2,7/22/2021 9:21,USA,Anchorage,internationalfoodshop.com,INTGFD23DB3D64,Y,
13679,54,Old World Delicatessen,17,Alice Mutton,Meat/Poultry,49,Internet Banking,31.2,12/7/2021 5:37,USA,Anchorage,globalfood.com,INTGFD23DB3D2990,Y,
10530,57,Piccolo und mehr,17,Alice Mutton,Meat/Poultry,30,Wire Transfer,39,4/5/2022 19:47,Austria,Salzburg,globalfood.com,INTGFD23DB3C166,Y,
10686,57,Piccolo und mehr,17,Alice Mutton,Meat/Poultry,25,Internet Banking,39,4/13/2022 7:28,Austria,Salzburg,internationalfoodshop.com,INTGFD23DB3C168,Y,
11368,57,Piccolo und mehr,17,Alice Mutton,Meat/Poultry,4,Card,39,2/26/2022 18:02,Austria,Salzburg,yummybazaar.com,INTGFD23DB3C564,N,Bank Declined
11524,57,Piccolo und mehr,17,Alice Mutton,Meat/Poultry,20,Internet Banking,39,1/14/2022 12:53,Austria,Salzburg,internationalfoodshop.com,INTGFD23DB3C642,Y,
12203,57,Piccolo und mehr,17,Alice Mutton,Meat/Poultry,24,Internet Banking,39,8/4/2021 17:54,Austria,Salzburg,internationalfoodshop.com,INTGFD23DB3D6840,Y,
12359,57,Piccolo und mehr,17,Alice Mutton,Meat/Poultry,18,Internet Banking,39,11/16/2021 3:13,Austria,Salzburg,internationalfood.com,INTGFD23DB3D7386,N,Out of Stock
13039,57,Piccolo und mehr,17,Alice Mutton,Meat/Poultry,10,Internet Banking,39,11/4/2021 15:06,Austria,Salzburg,internationalfood.com,INTGFD23DB3D750,N,Transaction Cancelled
13195,57,Piccolo und mehr,17,Alice Mutton,Meat/Poultry,35,Internet Banking,39,11/2/2021 3:52,Austria,Salzburg,globalfood.com,INTGFD23DB3D1296,Y,
13875,57,Piccolo und mehr,17,Alice Mutton,Meat/Poultry,16,Wire Transfer,39,11/12/2021 3:40,Austria,Salzburg,internationalfoodshop.com,INTGFD23DB3D3676,Y,
14031,57,Piccolo und mehr,17,Alice Mutton,Meat/Poultry,50,Wire Transfer,39,3/17/2022 20:36,Austria,Salzburg,internationalfoodshop.com,INTGFD23DB3D4222,Y,
10294,63,Rattlesnake Canyon Grocery,17,Alice Mutton,Meat/Poultry,50,Internet Banking,31.2,4/22/2022 4:17,USA,Albuquerque,amazon.com,INTGFD23DB3C5,Y,
10346,63,Rattlesnake Canyon Grocery,17,Alice Mutton,Meat/Poultry,50,Internet Banking,31.2,6/5/2022 13:31,USA,Albuquerque,internationalfoodshop.com,INTGFD23DB3D1107,Y,
10564,63,Rattlesnake Canyon Grocery,17,Alice Mutton,Meat/Poultry,20,Card,39,6/23/2022 4:19,USA,Albuquerque,internationalfood.com,INTGFD23DB3D1135,Y,
10852,63,Rattlesnake Canyon Grocery,17,Alice Mutton,Meat/Poultry,10,Wire Transfer,39,7/1/2022 3:43,USA,Albuquerque,yummybazaar.com,INTGFD23DB3D225,Y,
11126,63,Rattlesnake Canyon Grocery,17,Alice Mutton,Meat/Poultry,25,Internet Banking,31.2,3/8/2022 20:23,USA,Albuquerque,amazon.com,INTGFD23DB3D3067,N,Transaction Cancelled
11180,63,Rattlesnake Canyon Grocery,17,Alice Mutton,Meat/Poultry,12,Internet Banking,31.2,7/8/2022 12:12,USA,Albuquerque,internationalfoodshop.com,INTGFD23DB3C470,Y,
11406,63,Rattlesnake Canyon Grocery,17,Alice Mutton,Meat/Poultry,6,Wire Transfer,39,3/15/2022 18:00,USA,Albuquerque,globalfood.com,INTGFD23DB3D4047,Y,
11693,63,Rattlesnake Canyon Grocery,17,Alice Mutton,Meat/Poultry,25,Internet Banking,39,1/12/2022 6:54,USA,Albuquerque,amazon.com,INTGFD23DB3C727,Y,
11961,63,Rattlesnake Canyon Grocery,17,Alice Mutton,Meat/Poultry,21,Internet Banking,31.2,7/8/2022 19:01,USA,Albuquerque,internationalfoodshop.com,INTGFD23DB3C861,Y,
12015,63,Rattlesnake Canyon Grocery,17,Alice Mutton,Meat/Poultry,30,Internet Banking,31.2,7/19/2021 11:32,USA,Albuquerque,yummybazaar.com,INTGFD23DB3D6182,Y,
12241,63,Rattlesnake Canyon Grocery,17,Alice Mutton,Meat/Poultry,5,Internet Banking,39,8/18/2021 9:16,USA,Albuquerque,yummybazaar.com,INTGFD23DB3C1001,Y,
12529,63,Rattlesnake Canyon Grocery,17,Alice Mutton,Meat/Poultry,25,Internet Banking,39,9/18/2021 1:11,USA,Albuquerque,globalfood.com,INTGFD23DB3C1145,Y,
12797,63,Rattlesnake Canyon Grocery,17,Alice Mutton,Meat/Poultry,1,Card,31.2,8/19/2021 0:30,USA,Albuquerque,globalfood.com,INTGFD23DB3C1279,Y,
12851,63,Rattlesnake Canyon Grocery,17,Alice Mutton,Meat/Poultry,65,Internet Banking,31.2,9/27/2021 16:32,USA,Albuquerque,globalfood.com,INTGFD23DB3D92,Y,
13077,63,Rattlesnake Canyon Grocery,17,Alice Mutton,Meat/Poultry,12,Internet Banking,39,11/24/2021 19:26,USA,Albuquerque,internationalfoodshop.com,INTGFD23DB3C131,N,Bank Declined
13365,63,Rattlesnake Canyon Grocery,17,Alice Mutton,Meat/Poultry,20,Internet Banking,39,12/5/2021 7:43,USA,Albuquerque,amazon.com,INTGFD23DB3C275,Y,
13687,63,Rattlesnake Canyon Grocery,17,Alice Mutton,Meat/Poultry,32,Internet Banking,31.2,10/14/2021 10:43,USA,Albuquerque,internationalfoodshop.com,INTGFD23DB3D3018,Y,
13913,63,Rattlesnake Canyon Grocery,17,Alice Mutton,Meat/Poultry,15,Internet Banking,39,7/2/2021 4:37,USA,Albuquerque,internationalfoodshop.com,INTGFD23DB3C549,Y,
10727,64,Reggiani Caseifici,17,Alice Mutton,Meat/Poultry,4,Card,39,3/20/2022 4:15,Italy,Reggio Emilia,internationalfoodshop.com,INTGFD23DB3D1149,Y,
11567,64,Reggiani Caseifici,17,Alice Mutton,Meat/Poultry,30,Internet Banking,39,1/13/2022 6:16,Italy,Reggio Emilia,yummybazaar.com,INTGFD23DB3D4614,N,Transaction Cancelled
12403,64,Reggiani Caseifici,17,Alice Mutton,Meat/Poultry,20,Internet Banking,39,8/1/2021 18:02,Italy,Reggio Emilia,internationalfoodshop.com,INTGFD23DB3D7540,Y,
13239,64,Reggiani Caseifici,17,Alice Mutton,Meat/Poultry,70,Internet Banking,39,12/10/2021 11:21,Italy,Reggio Emilia,globalfood.com,INTGFD23DB3D1450,N,Bank Declined
14075,64,Reggiani Caseifici,17,Alice Mutton,Meat/Poultry,30,Wire Transfer,39,2/1/2022 19:17,Italy,Reggio Emilia,internationalfood.com,INTGFD23DB3D4376,Y,
11059,65,Ricardo Adocicados,17,Alice Mutton,Meat/Poultry,30,Internet Banking,39,5/1/2022 6:25,Brazil,Rio de Janeiro,amazon.com,INTGFD23DB3D897,Y,
11887,65,Ricardo Adocicados,17,Alice Mutton,Meat/Poultry,6,Internet Banking,39,4/22/2022 18:21,Brazil,Rio de Janeiro,amazon.com,INTGFD23DB3D5734,Y,
12722,65,Ricardo Adocicados,17,Alice Mutton,Meat/Poultry,70,Internet Banking,39,10/22/2021 19:02,Brazil,Rio de Janeiro,amazon.com,INTGFD23DB3D8653,N,Transaction Cancelled
13558,65,Ricardo Adocicados,17,Alice Mutton,Meat/Poultry,30,Card,39,8/19/2021 4:11,Brazil,Rio de Janeiro,internationalfoodshop.com,INTGFD23DB3D2563,Y,
10607,69,Save-a-lot Markets,17,Alice Mutton,Meat/Poultry,6,Internet Banking,39,3/16/2022 0:44,USA,Boise,internationalfoodshop.com,INTGFD23DB3C69,Y,
10714,69,Save-a-lot Markets,17,Alice Mutton,Meat/Poultry,50,Card,39,6/28/2022 2:01,USA,Boise,amazon.com,INTGFD23DB3C32,Y,
11064,69,Save-a-lot Markets,17,Alice Mutton,Meat/Poultry,20,Internet Banking,39,3/27/2022 16:28,USA,Boise,internationalfood.com,INTGFD23DB3D1177,Y,
11445,69,Save-a-lot Markets,17,Alice Mutton,Meat/Poultry,12,Internet Banking,39,7/9/2022 22:12,USA,Boise,amazon.com,INTGFD23DB3C603,N,Out of Stock
11554,69,Save-a-lot Markets,17,Alice Mutton,Meat/Poultry,16,Internet Banking,39,2/13/2022 0:05,USA,Boise,amazon.com,INTGFD23DB3D4565,Y,
11890,69,Save-a-lot Markets,17,Alice Mutton,Meat/Poultry,40,Internet Banking,39,6/6/2022 22:56,USA,Boise,amazon.com,INTGFD23DB3D5741,Y,
12281,69,Save-a-lot Markets,17,Alice Mutton,Meat/Poultry,20,Internet Banking,39,7/8/2021 7:28,USA,Boise,yummybazaar.com,INTGFD23DB3C1021,Y,
12390,69,Save-a-lot Markets,17,Alice Mutton,Meat/Poultry,1,Card,39,11/12/2021 6:38,USA,Boise,internationalfoodshop.com,INTGFD23DB3D7491,Y,
12726,69,Save-a-lot Markets,17,Alice Mutton,Meat/Poultry,15,Internet Banking,39,8/5/2021 19:00,USA,Boise,amazon.com,INTGFD23DB3D8667,Y,
13117,69,Save-a-lot Markets,17,Alice Mutton,Meat/Poultry,10,Internet Banking,39,7/4/2021 13:56,USA,Boise,yummybazaar.com,INTGFD23DB3C151,Y,
13226,69,Save-a-lot Markets,17,Alice Mutton,Meat/Poultry,16,Internet Banking,39,11/28/2021 7:52,USA,Boise,amazon.com,INTGFD23DB3D1401,N,Bank Declined
13562,69,Save-a-lot Markets,17,Alice Mutton,Meat/Poultry,30,Internet Banking,39,9/1/2021 6:56,USA,Boise,yummybazaar.com,INTGFD23DB3D2577,Y,
13953,69,Save-a-lot Markets,17,Alice Mutton,Meat/Poultry,50,Card,39,11/17/2021 8:01,USA,Boise,internationalfoodshop.com,INTGFD23DB3C569,Y,
14062,69,Save-a-lot Markets,17,Alice Mutton,Meat/Poultry,10,Internet Banking,39,6/26/2022 1:48,USA,Boise,amazon.com,INTGFD23DB3D4327,Y,
10523,70,Seven Seas Imports,17,Alice Mutton,Meat/Poultry,10,Internet Banking,39,5/3/2022 22:55,UK,London,globalfood.com,INTGFD23DB3D1128,Y,
