order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,eommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
10435,CONSH,Consolidated Holdings,2,Chang,Beverages,,10,15.2,3/7/20 12:00 AM,UK,London,,,,
10440,SAVEA,Save-a-lot Markets,2,Chang,Beverages,,45,15.2,3/13/20 12:00 AM,USA,Boise,,,,
10469,WHITC,White Clover Markets,2,Chang,Beverages,,40,15.2,4/10/20 12:00 AM,USA,Seattle,,,,
10485,LINOD,LINO-Delicateses,2,Chang,Beverages,,20,15.2,4/25/20 12:00 AM,Venezuela,I. de Margarita,,,,
10504,WHITC,White Clover Markets,2,Chang,Beverages,,12,19,5/12/20 12:00 AM,USA,Seattle,,,,
10611,WOLZA,Wolski  Zajazd,2,Chang,Beverages,,10,19,8/25/20 12:00 AM,Poland,Warszawa,,,,
10622,RICAR,Ricardo Adocicados,2,Chang,Beverages,,20,19,9/6/20 12:00 AM,Brazil,Rio de Janeiro,,,,
10632,WANDK,Die Wandernde Kuh,2,Chang,Beverages,,30,19,9/14/20 12:00 AM,Germany,Stuttgart,,,,
10641,HILAA,HILARIÓN-Abastos,2,Chang,Beverages,,50,19,9/22/20 12:00 AM,Venezuela,San Cristóbal,,,,
10703,FOLKO,Folk och fä HB,2,Chang,Beverages,,5,19,11/14/20 12:00 AM,Sweden,Bräcke,,,,
10714,SAVEA,Save-a-lot Markets,2,Chang,Beverages,,30,19,11/22/20 12:00 AM,USA,Boise,,,,
10722,SAVEA,Save-a-lot Markets,2,Chang,Beverages,,3,19,11/29/20 12:00 AM,USA,Boise,,,,
10741,AROUT,Around the Horn,2,Chang,Beverages,,15,19,12/15/20 12:00 AM,UK,London,,,,
10766,OTTIK,Ottilies Käseladen,2,Chang,Beverages,,40,19,1/5/22 12:00 AM,Germany,Köln,,,,
10787,LAMAI,La maison d'Asie,2,Chang,Beverages,,15,19,1/19/22 12:00 AM,France,Toulouse,,,,
10792,WOLZA,Wolski  Zajazd,2,Chang,Beverages,,10,19,1/23/22 12:00 AM,Poland,Warszawa,,,,
10806,VICTE,Victuailles en stock,2,Chang,Beverages,,20,19,1/31/22 12:00 AM,France,Lyon,,,,
10813,RICAR,Ricardo Adocicados,2,Chang,Beverages,,12,19,2/5/22 12:00 AM,Brazil,Rio de Janeiro,,,,
10829,ISLAT,Island Trading,2,Chang,Beverages,,10,19,2/13/22 12:00 AM,UK,Cowes,,,,
10851,RICAR,Ricardo Adocicados,2,Chang,Beverages,,5,19,2/26/22 12:00 AM,Brazil,Rio de Janeiro,,,,
10852,RATTC,Rattlesnake Canyon Grocery,2,Chang,Beverages,,15,19,2/26/22 12:00 AM,USA,Albuquerque,,,,
10856,ANTON,Antonio Moreno Taquería,2,Chang,Beverages,,20,19,2/28/22 12:00 AM,Mexico,México D.F.,,,,
10866,BERGS,Berglunds snabbköp,2,Chang,Beverages,,21,19,3/5/22 12:00 AM,Sweden,Luleå,,,,
10885,SUPRD,Suprêmes délices,2,Chang,Beverages,,20,19,3/14/22 12:00 AM,Belgium,Charleroi,,,,
10888,GODOS,Godos Cocina Típica,2,Chang,Beverages,,20,19,3/18/22 12:00 AM,Spain,Sevilla,,,,
10939,MAGAA,Magazzini Alimentari Riuniti,2,Chang,Beverages,,10,19,4/9/22 12:00 AM,Italy,Bergamo,,,,
10991,QUICK,QUICK-Stop,2,Chang,Beverages,,50,19,5/1/22 12:00 AM,Germany,Cunewalde,,,,
11021,QUICK,QUICK-Stop,2,Chang,Beverages,,11,19,5/14/22 12:00 AM,Germany,Cunewalde,,,,
11030,SAVEA,Save-a-lot Markets,2,Chang,Beverages,,100,19,5/17/22 12:00 AM,USA,Boise,,,,
11041,CHOPS,Chop-suey Chinese,2,Chang,Beverages,,30,19,5/22/22 12:00 AM,Switzerland,Bern,,,,
11049,GOURL,Gourmet Lanchonetes,2,Chang,Beverages,,10,19,5/24/22 12:00 AM,Brazil,Campinas,,,,
11070,LEHMS,Lehmanns Marktstand,2,Chang,Beverages,,20,19,6/4/22 12:00 AM,Germany,Frankfurt a.M. ,,,,
11072,ERNSH,Ernst Handel,2,Chang,Beverages,,8,19,6/4/22 12:00 AM,Austria,Graz,,,,
11075,RICSU,Richter Supermarkt,2,Chang,Beverages,,10,19,6/5/22 12:00 AM,Switzerland,Genève,,,,
11077,RATTC,Rattlesnake Canyon Grocery,2,Chang,Beverages,,24,19,6/5/22 12:00 AM,USA,Albuquerque,,,,
10289,BSBEV,B's Beverages,3,Aniseed Syrup,Condiments,,30,8,9/26/19 12:00 AM,UK,London,,,,
10405,LINOD,LINO-Delicateses,3,Aniseed Syrup,Condiments,,50,8,2/6/20 12:00 AM,Venezuela,I. de Margarita,,,,
10485,LINOD,LINO-Delicateses,3,Aniseed Syrup,Condiments,,20,8,4/25/20 12:00 AM,Venezuela,I. de Margarita,,,,
10540,QUICK,QUICK-Stop,3,Aniseed Syrup,Condiments,,60,10,6/19/20 12:00 AM,Germany,Cunewalde,,,,
10591,VAFFE,Vaffeljernet,3,Aniseed Syrup,Condiments,,14,10,8/7/20 12:00 AM,Denmark,Århus,,,,
10702,ALFKI,Alfreds Futterkiste,3,Aniseed Syrup,Condiments,,6,10,11/13/20 12:00 AM,Germany,Berlin,,,,
10742,BOTTM,Bottom-Dollar Markets,3,Aniseed Syrup,Condiments,,20,10,12/15/20 12:00 AM,Canada,Tsawassen,,,,
10764,ERNSH,Ernst Handel,3,Aniseed Syrup,Condiments,,20,10,1/3/22 12:00 AM,Austria,Graz,,,,
10849,KOENE,Königlich Essen,3,Aniseed Syrup,Condiments,,49,10,2/23/22 12:00 AM,Germany,Brandenburg,,,,
10857,BERGS,Berglunds snabbköp,3,Aniseed Syrup,Condiments,,30,10,2/28/22 12:00 AM,Sweden,Luleå,,,,
11017,ERNSH,Ernst Handel,3,Aniseed Syrup,Condiments,,25,10,5/13/22 12:00 AM,Austria,Graz,,,,
11077,RATTC,Rattlesnake Canyon Grocery,3,Aniseed Syrup,Condiments,,4,10,6/5/22 12:00 AM,USA,Albuquerque,,,,
10309,HUNGO,Hungry Owl All-Night Grocers,4,Chef Anton's Cajun Seasoning,Condiments,,20,17.6,10/20/19 12:00 AM,Ireland,Cork,,,,
10326,BOLID,Bólido Comidas preparadas,4,Chef Anton's Cajun Seasoning,Condiments,,24,17.6,11/10/19 12:00 AM,Spain,Madrid,,,,
10336,PRINI,Princesa Isabel Vinhos,4,Chef Anton's Cajun Seasoning,Condiments,,18,17.6,11/23/19 12:00 AM,Portugal,Lisboa,,,,
10339,MEREP,Mère Paillarde,4,Chef Anton's Cajun Seasoning,Condiments,,10,17.6,11/28/19 12:00 AM,Canada,Montréal,,,,
10344,WHITC,White Clover Markets,4,Chef Anton's Cajun Seasoning,Condiments,,35,17.6,12/2/19 12:00 AM,USA,Seattle,,,,
10464,FURIB,Furia Bacalhau e Frutos do Mar,4,Chef Anton's Cajun Seasoning,Condiments,,16,17.6,4/4/20 12:00 AM,Portugal,Lisboa,,,,
10511,BONAP,Bon app',4,Chef Anton's Cajun Seasoning,Condiments,,50,22,5/19/20 12:00 AM,France,Marseille,,,,
10527,QUICK,QUICK-Stop,4,Chef Anton's Cajun Seasoning,Condiments,,50,22,6/5/20 12:00 AM,Germany,Cunewalde,,,,
10533,FOLKO,Folk och fä HB,4,Chef Anton's Cajun Seasoning,Condiments,,50,22,6/12/20 12:00 AM,Sweden,Bräcke,,,,
10606,TRADH,Tradição Hipermercados,4,Chef Anton's Cajun Seasoning,Condiments,,20,22,8/22/20 12:00 AM,Brazil,São Paulo,,,,
10635,MAGAA,Magazzini Alimentari Riuniti,4,Chef Anton's Cajun Seasoning,Condiments,,10,22,9/18/20 12:00 AM,Italy,Bergamo,,,,
10636,WARTH,Wartian Herkku,4,Chef Anton's Cajun Seasoning,Condiments,,25,22,9/19/20 12:00 AM,Finland,Oulu,,,,
10654,BERGS,Berglunds snabbköp,4,Chef Anton's Cajun Seasoning,Condiments,,12,22,10/3/20 12:00 AM,Sweden,Luleå,,,,
10704,QUEEN,Queen Cozinha,4,Chef Anton's Cajun Seasoning,Condiments,,6,22,11/14/20 12:00 AM,Brazil,São Paulo,,,,
10726,EASTC,Eastern Connection,4,Chef Anton's Cajun Seasoning,Condiments,,25,22,12/4/20 12:00 AM,UK,London,,,,
10846,SUPRD,Suprêmes délices,4,Chef Anton's Cajun Seasoning,Condiments,,21,22,2/22/22 12:00 AM,Belgium,Charleroi,,,,
10913,QUEEN,Queen Cozinha,4,Chef Anton's Cajun Seasoning,Condiments,,30,22,3/28/22 12:00 AM,Brazil,São Paulo,,,,
10950,MAGAA,Magazzini Alimentari Riuniti,4,Chef Anton's Cajun Seasoning,Condiments,,5,22,4/15/22 12:00 AM,Italy,Bergamo,,,,
11000,RATTC,Rattlesnake Canyon Grocery,4,Chef Anton's Cajun Seasoning,Condiments,,25,22,5/6/22 12:00 AM,USA,Albuquerque,,,,
11077,RATTC,Rattlesnake Canyon Grocery,4,Chef Anton's Cajun Seasoning,Condiments,,1,22,6/5/22 12:00 AM,USA,Albuquerque,,,,
10258,ERNSH,Ernst Handel,5,Chef Anton's Gumbo Mix,Condiments,,65,17,8/17/19 12:00 AM,Austria,Graz,,,,
10262,RATTC,Rattlesnake Canyon Grocery,5,Chef Anton's Gumbo Mix,Condiments,,12,17,8/22/19 12:00 AM,USA,Albuquerque,,,,
10290,COMMI,Comércio Mineiro,5,Chef Anton's Gumbo Mix,Condiments,,20,17,9/27/19 12:00 AM,Brazil,São Paulo,,,,
10382,ERNSH,Ernst Handel,5,Chef Anton's Gumbo Mix,Condiments,,32,17,1/13/20 12:00 AM,Austria,Graz,,,,
10635,MAGAA,Magazzini Alimentari Riuniti,5,Chef Anton's Gumbo Mix,Condiments,,15,21.35,9/18/20 12:00 AM,Italy,Bergamo,,,,
10708,THEBI,The Big Cheese,5,Chef Anton's Gumbo Mix,Condiments,,4,21.35,11/17/20 12:00 AM,USA,Portland,,,,
10848,CONSH,Consolidated Holdings,5,Chef Anton's Gumbo Mix,Condiments,,30,21.35,2/23/22 12:00 AM,UK,London,,,,
10958,OCEAN,Océano Atlántico Ltda.,5,Chef Anton's Gumbo Mix,Condiments,,20,21.35,4/17/22 12:00 AM,Argentina,Buenos Aires,,,,
11030,SAVEA,Save-a-lot Markets,5,Chef Anton's Gumbo Mix,Condiments,,70,21.35,5/17/22 12:00 AM,USA,Boise,,,,
11047,EASTC,Eastern Connection,5,Chef Anton's Gumbo Mix,Condiments,,30,21.35,5/24/22 12:00 AM,UK,London,,,,
10309,HUNGO,Hungry Owl All-Night Grocers,6,Grandma's Boysenberry Spread,Condiments,,30,20,10/20/19 12:00 AM,Ireland,Cork,,,,
10325,KOENE,Königlich Essen,6,Grandma's Boysenberry Spread,Condiments,,6,20,11/9/19 12:00 AM,Germany,Brandenburg,,,,
10618,MEREP,Mère Paillarde,6,Grandma's Boysenberry Spread,Condiments,,70,25,9/1/20 12:00 AM,Canada,Montréal,,,,
10734,GOURL,Gourmet Lanchonetes,6,Grandma's Boysenberry Spread,Condiments,,30,25,12/8/20 12:00 AM,Brazil,Campinas,,,,
10830,TRADH,Tradição Hipermercados,6,Grandma's Boysenberry Spread,Condiments,,6,25,2/13/22 12:00 AM,Brazil,São Paulo,,,,
10871,BONAP,Bon app',6,Grandma's Boysenberry Spread,Condiments,,50,25,3/7/22 12:00 AM,France,Marseille,,,,
10934,LEHMS,Lehmanns Marktstand,6,Grandma's Boysenberry Spread,Condiments,,20,25,4/8/22 12:00 AM,Germany,Frankfurt a.M. ,,,,
10949,BOTTM,Bottom-Dollar Markets,6,Grandma's Boysenberry Spread,Condiments,,12,25,4/12/22 12:00 AM,Canada,Tsawassen,,,,
10952,ALFKI,Alfreds Futterkiste,6,Grandma's Boysenberry Spread,Condiments,,16,25,4/15/22 12:00 AM,Germany,Berlin,,,,
10989,QUEDE,Que Delícia,6,Grandma's Boysenberry Spread,Condiments,,40,25,4/30/22 12:00 AM,Brazil,Rio de Janeiro,,,,
11076,BONAP,Bon app',6,Grandma's Boysenberry Spread,Condiments,,20,25,6/5/22 12:00 AM,France,Marseille,,,,
11077,RATTC,Rattlesnake Canyon Grocery,6,Grandma's Boysenberry Spread,Condiments,,1,25,6/5/22 12:00 AM,USA,Albuquerque,,,,
10262,RATTC,Rattlesnake Canyon Grocery,7,Uncle Bob's Organic Dried Pears,Produce,,15,24,8/22/19 12:00 AM,USA,Albuquerque,,,,
10385,SPLIR,Split Rail Beer & Ale,7,Uncle Bob's Organic Dried Pears,Produce,,10,24,1/17/20 12:00 AM,USA,Lander,,,,
10459,VICTE,Victuailles en stock,7,Uncle Bob's Organic Dried Pears,Produce,,16,24,3/30/20 12:00 AM,France,Lyon,,,,
10471,BSBEV,B's Beverages,7,Uncle Bob's Organic Dried Pears,Produce,,30,24,4/11/20 12:00 AM,UK,London,,,,
10511,BONAP,Bon app',7,Uncle Bob's Organic Dried Pears,Produce,,50,30,5/19/20 12:00 AM,France,Marseille,,,,
10546,VICTE,Victuailles en stock,7,Uncle Bob's Organic Dried Pears,Produce,,10,30,6/23/20 12:00 AM,France,Lyon,,,,
10591,VAFFE,Vaffeljernet,7,Uncle Bob's Organic Dried Pears,Produce,,10,30,8/7/20 12:00 AM,Denmark,Århus,,,,
10607,SAVEA,Save-a-lot Markets,7,Uncle Bob's Organic Dried Pears,Produce,,45,30,8/22/20 12:00 AM,USA,Boise,,,,
10634,FOLIG,Folies gourmandes,7,Uncle Bob's Organic Dried Pears,Produce,,35,30,9/15/20 12:00 AM,France,Lille,,,,
10694,QUICK,QUICK-Stop,7,Uncle Bob's Organic Dried Pears,Produce,,90,30,11/6/20 12:00 AM,Germany,Cunewalde,,,,
10766,OTTIK,Ottilies Käseladen,7,Uncle Bob's Organic Dried Pears,Produce,,35,30,1/5/22 12:00 AM,Germany,Köln,,,,
10790,GOURL,Gourmet Lanchonetes,7,Uncle Bob's Organic Dried Pears,Produce,,3,30,1/22/22 12:00 AM,Brazil,Campinas,,,,
10833,OTTIK,Ottilies Käseladen,7,Uncle Bob's Organic Dried Pears,Produce,,20,30,2/15/22 12:00 AM,Germany,Köln,,,,
10858,LACOR,La corne d'abondance,7,Uncle Bob's Organic Dried Pears,Produce,,5,30,2022-02-29,France,Versailles,,,,
10908,REGGC,Reggiani Caseifici,7,Uncle Bob's Organic Dried Pears,Produce,,20,30,3/28/22 12:00 AM,Italy,Reggio Emilia,,,,
10909,SANTG,Santé Gourmet,7,Uncle Bob's Organic Dried Pears,Produce,,12,30,3/28/22 12:00 AM,Norway,Stavern,,,,
10940,BONAP,Bon app',7,Uncle Bob's Organic Dried Pears,Produce,,8,30,4/10/22 12:00 AM,France,Marseille,,,,
10958,OCEAN,Océano Atlántico Ltda.,7,Uncle Bob's Organic Dried Pears,Produce,,6,30,4/17/22 12:00 AM,Argentina,Buenos Aires,,,,
10962,QUICK,QUICK-Stop,7,Uncle Bob's Organic Dried Pears,Produce,,45,30,4/18/22 12:00 AM,Germany,Cunewalde,,,,
10979,ERNSH,Ernst Handel,7,Uncle Bob's Organic Dried Pears,Produce,,18,30,4/25/22 12:00 AM,Austria,Graz,,,,
10982,BOTTM,Bottom-Dollar Markets,7,Uncle Bob's Organic Dried Pears,Produce,,20,30,4/26/22 12:00 AM,Canada,Tsawassen,,,,
10987,EASTC,Eastern Connection,7,Uncle Bob's Organic Dried Pears,Produce,,60,30,4/30/22 12:00 AM,UK,London,,,,
10988,RATTC,Rattlesnake Canyon Grocery,7,Uncle Bob's Organic Dried Pears,Produce,,60,30,4/30/22 12:00 AM,USA,Albuquerque,,,,
11001,FOLKO,Folk och fä HB,7,Uncle Bob's Organic Dried Pears,Produce,,60,30,5/6/22 12:00 AM,Sweden,Bräcke,,,,
11010,REGGC,Reggiani Caseifici,7,Uncle Bob's Organic Dried Pears,Produce,,20,30,5/9/22 12:00 AM,Italy,Reggio Emilia,,,,
11023,BSBEV,B's Beverages,7,Uncle Bob's Organic Dried Pears,Produce,,4,30,5/14/22 12:00 AM,UK,London,,,,
11056,EASTC,Eastern Connection,7,Uncle Bob's Organic Dried Pears,Produce,,40,30,5/28/22 12:00 AM,UK,London,,,,
11071,LILAS,LILA-Supermercado,7,Uncle Bob's Organic Dried Pears,Produce,,15,30,6/4/22 12:00 AM,Venezuela,Barquisimeto,,,,
11077,RATTC,Rattlesnake Canyon Grocery,7,Uncle Bob's Organic Dried Pears,Produce,,1,30,6/5/22 12:00 AM,USA,Albuquerque,,,,
10344,WHITC,White Clover Markets,8,Northwoods Cranberry Sauce,Condiments,,70,32,12/2/19 12:00 AM,USA,Seattle,,,,
10345,QUICK,QUICK-Stop,8,Northwoods Cranberry Sauce,Condiments,,70,32,12/5/19 12:00 AM,Germany,Cunewalde,,,,
10511,BONAP,Bon app',8,Northwoods Cranberry Sauce,Condiments,,10,40,5/19/20 12:00 AM,France,Marseille,,,,
10522,LEHMS,Lehmanns Marktstand,8,Northwoods Cranberry Sauce,Condiments,,24,40,5/31/20 12:00 AM,Germany,Frankfurt a.M. ,,,,
10695,WILMK,Wilman Kala,8,Northwoods Cranberry Sauce,Condiments,,10,40,11/7/20 12:00 AM,Finland,Helsinki,,,,
10709,GOURL,Gourmet Lanchonetes,8,Northwoods Cranberry Sauce,Condiments,,40,40,11/17/20 12:00 AM,Brazil,Campinas,,,,
10786,QUEEN,Queen Cozinha,8,Northwoods Cranberry Sauce,Condiments,,30,40,1/19/22 12:00 AM,Brazil,São Paulo,,,,
10829,ISLAT,Island Trading,8,Northwoods Cranberry Sauce,Condiments,,20,40,2/13/22 12:00 AM,UK,Cowes,,,,
10893,KOENE,Königlich Essen,8,Northwoods Cranberry Sauce,Condiments,,30,40,3/20/22 12:00 AM,Germany,Brandenburg,,,,
10975,BOTTM,Bottom-Dollar Markets,8,Northwoods Cranberry Sauce,Condiments,,16,40,4/24/22 12:00 AM,Canada,Tsawassen,,,,
10978,MAISD,Maison Dewey,8,Northwoods Cranberry Sauce,Condiments,,20,40,4/25/22 12:00 AM,Belgium,Bruxelles,,,,
11007,PRINI,Princesa Isabel Vinhos,8,Northwoods Cranberry Sauce,Condiments,,30,40,5/8/22 12:00 AM,Portugal,Lisboa,,,,
11077,RATTC,Rattlesnake Canyon Grocery,8,Northwoods Cranberry Sauce,Condiments,,2,40,6/5/22 12:00 AM,USA,Albuquerque,,,,
10420,WELLI,Wellington Importadora,9,Mishi Kobe Niku,Meat/Poultry,,20,77.6,2/21/20 12:00 AM,Brazil,Resende,,,,
10515,QUICK,QUICK-Stop,9,Mishi Kobe Niku,Meat/Poultry,,16,97,5/24/20 12:00 AM,Germany,Cunewalde,,,,
10687,HUNGO,Hungry Owl All-Night Grocers,9,Mishi Kobe Niku,Meat/Poultry,,50,97,10/31/20 12:00 AM,Ireland,Cork,,,,
10693,WHITC,White Clover Markets,9,Mishi Kobe Niku,Meat/Poultry,,6,97,11/6/20 12:00 AM,USA,Seattle,,,,
10848,CONSH,Consolidated Holdings,9,Mishi Kobe Niku,Meat/Poultry,,3,97,2/23/22 12:00 AM,UK,London,,,,
10273,QUICK,QUICK-Stop,10,Ikura,Seafood,,24,24.8,9/5/19 12:00 AM,Germany,Cunewalde,,,,
10276,TORTU,Tortuga Restaurante,10,Ikura,Seafood,,15,24.8,9/8/19 12:00 AM,Mexico,México D.F.,,,,
10357,LILAS,LILA-Supermercado,10,Ikura,Seafood,,30,24.8,12/20/19 12:00 AM,Venezuela,Barquisimeto,,,,
10389,BOTTM,Bottom-Dollar Markets,10,Ikura,Seafood,,16,24.8,1/20/20 12:00 AM,Canada,Tsawassen,,,,
10449,BLONP,Blondel père et fils,10,Ikura,Seafood,,14,24.8,3/21/20 12:00 AM,France,Strasbourg,,,,
10450,VICTE,Victuailles en stock,10,Ikura,Seafood,,20,24.8,3/22/20 12:00 AM,France,Lyon,,,,
10478,VICTE,Victuailles en stock,10,Ikura,Seafood,,20,24.8,4/18/20 12:00 AM,France,Lyon,,,,
10519,CHOPS,Chop-suey Chinese,10,Ikura,Seafood,,16,31,5/29/20 12:00 AM,Switzerland,Bern,,,,
10524,BERGS,Berglunds snabbköp,10,Ikura,Seafood,,2,31,6/1/20 12:00 AM,Sweden,Luleå,,,,
10568,GALED,Galería del gastrónomo,10,Ikura,Seafood,,5,31,7/14/20 12:00 AM,Spain,Barcelona,,,,
10609,DUMON,Du monde entier,10,Ikura,Seafood,,10,31,8/24/20 12:00 AM,France,Nantes,,,,
10612,SAVEA,Save-a-lot Markets,10,Ikura,Seafood,,70,31,8/28/20 12:00 AM,USA,Boise,,,,
10646,HUNGO,Hungry Owl All-Night Grocers,10,Ikura,Seafood,,18,31,9/27/20 12:00 AM,Ireland,Cork,,,,
10664,FURIB,Furia Bacalhau e Frutos do Mar,10,Ikura,Seafood,,24,31,10/11/20 12:00 AM,Portugal,Lisboa,,,,
10676,TORTU,Tortuga Restaurante,10,Ikura,Seafood,,2,31,10/23/20 12:00 AM,Mexico,México D.F.,,,,
10685,GOURL,Gourmet Lanchonetes,10,Ikura,Seafood,,20,31,10/30/20 12:00 AM,Brazil,Campinas,,,,
10688,VAFFE,Vaffeljernet,10,Ikura,Seafood,,18,31,11/1/20 12:00 AM,Denmark,Århus,,,,
10713,SAVEA,Save-a-lot Markets,10,Ikura,Seafood,,18,31,11/22/20 12:00 AM,USA,Boise,,,,
10715,BONAP,Bon app',10,Ikura,Seafood,,21,31,11/23/20 12:00 AM,France,Marseille,,,,
10724,MEREP,Mère Paillarde,10,Ikura,Seafood,,16,31,11/30/20 12:00 AM,Canada,Montréal,,,,
10775,THECR,The Cracker Box,10,Ikura,Seafood,,6,31,1/12/22 12:00 AM,USA,Butte,,,,
